investor_id,transaction_date,amfi_code,transaction_type,amount_inr
INV003908,2024-04-07,100033,LUMPSUM,343142
INV004843,2024-04-07,119094,SIP,2050
INV002124,2024-04-07,100033,REDEMPTION,435639
INV003916,2024-04-07,120843,LUMPSUM,525790
INV000103,2024-04-07,148568,SIP,1194
INV002700,2024-04-07,125497,SIP,2207
INV001050,2024-04-07,120503,LUMPSUM,159787
INV000086,2024-04-07,101208,SIP,28195
INV001643,2024-04-07,119552,SIP,2771
INV002188,2024-04-07,149323,SIP,2532
INV002798,2024-04-07,118636,LUMPSUM,254589
INV002318,2024-04-07,120841,SIP,16558
INV000977,2024-04-07,120506,SIP,8678
INV000033,2024-04-07,119095,LUMPSUM,183387
INV004085,2024-04-07,149323,SIP,8563
INV002507,2024-04-07,148567,SIP,16200
INV001157,2024-04-07,120503,SIP,8210
INV004792,2024-04-07,120507,LUMPSUM,381169
INV000469,2024-04-07,120843,SIP,1636
INV000238,2024-04-07,125497,SIP,59081
INV003734,2024-04-07,119095,SIP,8109
INV004562,2024-04-07,101206,SIP,2222
INV003829,2024-04-07,102886,SIP,2812
INV002548,2024-04-07,120843,REDEMPTION,199739
INV002450,2024-04-07,120506,SIP,5285
INV001739,2024-04-07,148568,SIP,2633
INV003712,2024-04-07,119094,REDEMPTION,65563
INV001883,2024-04-07,125498,SIP,535
INV003743,2024-04-07,119093,SIP,10003
INV000723,2024-04-07,119095,LUMPSUM,399282
INV000428,2024-04-07,120843,SIP,1091
INV002958,2024-04-07,119094,SIP,24357
INV004142,2024-04-07,120841,SIP,53227
INV000825,2024-04-07,149323,SIP,2169
INV003712,2024-04-07,149322,SIP,2322
INV000458,2024-04-07,120503,LUMPSUM,328998
INV000646,2024-04-07,100025,LUMPSUM,316929
INV002958,2024-04-07,148568,REDEMPTION,77888
INV000804,2024-04-07,119092,REDEMPTION,371649
INV000500,2024-04-07,119094,LUMPSUM,210992
INV002668,2024-04-07,149323,REDEMPTION,270962
INV001367,2024-04-07,100025,LUMPSUM,81636
INV002743,2024-04-07,120844,REDEMPTION,442488
INV004818,2024-04-07,119551,LUMPSUM,372784
INV001737,2024-04-07,102886,SIP,554
INV002045,2024-04-07,119598,REDEMPTION,160642
INV003325,2024-04-07,120843,SIP,2528
INV003745,2024-04-07,120503,SIP,2310
INV004738,2024-04-07,100033,SIP,26536
INV004673,2024-04-07,119599,SIP,56526
INV000853,2024-04-07,148567,LUMPSUM,324844
INV002884,2024-04-08,120507,SIP,5071
INV003202,2024-04-08,118634,SIP,2727
INV001485,2024-04-08,102885,SIP,6205
INV002602,2024-04-08,100025,LUMPSUM,143645
INV004381,2024-04-08,119094,SIP,446
INV000719,2024-04-08,119552,SIP,45093
INV002282,2024-04-08,101207,REDEMPTION,464921
INV001397,2024-04-08,149323,SIP,5368
INV004848,2024-04-08,100016,SIP,818
INV002604,2024-04-08,101208,SIP,3328
INV004703,2024-04-08,118634,REDEMPTION,217626
INV003564,2024-04-08,118632,SIP,575
INV001829,2024-04-08,119120,REDEMPTION,316313
INV004038,2024-04-08,102887,SIP,57449
INV001491,2024-04-08,120505,SIP,24181
INV000195,2024-04-08,120505,SIP,525
INV004302,2024-04-08,119120,REDEMPTION,361998
INV004653,2024-04-08,100033,LUMPSUM,493510
INV002917,2024-04-08,119094,SIP,4799
INV003353,2024-04-08,100016,SIP,5505
INV000460,2024-04-08,119120,SIP,10261
INV000033,2024-04-08,119095,LUMPSUM,420147
INV000979,2024-04-08,119093,SIP,8106
INV002245,2024-04-08,101207,SIP,3505
INV002107,2024-04-08,125497,SIP,2821
INV002968,2024-04-08,120844,SIP,41568
INV002349,2024-04-08,120842,SIP,522
INV001109,2024-04-08,101208,REDEMPTION,292543
INV004616,2024-04-08,119095,LUMPSUM,345795
INV002002,2024-04-08,118632,LUMPSUM,68109
INV003984,2024-04-08,118633,SIP,15744
INV003594,2024-04-08,149324,REDEMPTION,221126
INV001606,2024-04-08,119551,SIP,22655
INV000796,2024-04-08,118636,REDEMPTION,110375
INV002881,2024-04-08,120504,SIP,54738
INV000959,2024-04-08,148569,LUMPSUM,119491
INV004813,2024-04-08,148568,REDEMPTION,64668
INV000267,2024-04-08,118634,SIP,13610
INV002891,2024-04-08,125497,SIP,54485
INV003195,2024-04-08,120507,SIP,506
INV004341,2024-04-08,148568,SIP,2167
INV002859,2024-04-08,100033,SIP,2070
INV001987,2024-04-08,120503,SIP,2355
INV000909,2024-04-08,118633,SIP,4281
INV001793,2024-04-08,119599,SIP,6744
INV000340,2024-04-08,102886,SIP,3439
INV003734,2024-04-08,149322,SIP,2226
INV002200,2024-04-08,119599,SIP,1090
INV000234,2024-04-08,118633,SIP,50799
INV003369,2024-04-08,120843,REDEMPTION,215837
INV001288,2024-04-08,102885,SIP,47631
INV001386,2024-04-08,101207,REDEMPTION,88201
INV002304,2024-04-08,149323,SIP,4104
INV000548,2024-04-08,100016,REDEMPTION,447555
INV003790,2024-04-08,125497,LUMPSUM,459153
INV003000,2024-04-08,148567,SIP,2374
INV002797,2024-04-08,125498,SIP,489
INV003134,2024-04-08,100033,LUMPSUM,478597
INV002447,2024-04-08,120506,LUMPSUM,453004
INV002286,2024-04-08,149322,LUMPSUM,409565
INV003772,2024-04-08,119120,SIP,7551
INV004243,2024-04-08,119551,SIP,405
INV000278,2024-04-08,149323,REDEMPTION,92541
INV004114,2024-04-08,120844,SIP,8213
INV003945,2024-04-08,148568,LUMPSUM,219364
INV003726,2024-04-08,120506,SIP,523
INV002614,2024-04-08,149323,REDEMPTION,190814
INV000907,2024-04-08,125497,SIP,6328
INV000731,2024-04-08,100033,LUMPSUM,197640
INV001163,2024-04-08,120503,LUMPSUM,315702
INV002108,2024-04-08,100025,SIP,46665
INV003563,2024-04-08,119598,SIP,1045
INV004099,2024-04-08,118633,REDEMPTION,374566
INV004110,2024-04-09,120843,SIP,22718
INV003715,2024-04-09,118633,LUMPSUM,258649
INV000889,2024-04-09,102886,SIP,2257
INV000749,2024-04-09,125498,REDEMPTION,155561
INV003417,2024-04-09,100033,SIP,3476
INV002295,2024-04-09,148567,SIP,45149
INV002171,2024-04-09,120844,SIP,12631
INV003110,2024-04-09,118635,REDEMPTION,502027
INV001155,2024-04-09,119095,SIP,2612
INV001650,2024-04-09,118634,SIP,11336
INV003159,2024-04-09,119551,LUMPSUM,414748
INV000862,2024-04-09,120507,SIP,44310
INV000315,2024-04-09,119095,SIP,12078
INV002035,2024-04-09,118634,SIP,58146
INV003897,2024-04-09,119120,SIP,11982
INV002590,2024-04-09,118635,SIP,13597
INV000249,2024-04-09,149324,SIP,57518
INV002319,2024-04-09,119599,SIP,3512
INV000095,2024-04-09,100016,LUMPSUM,525882
INV002705,2024-04-09,119094,LUMPSUM,269843
INV003835,2024-04-09,120505,SIP,997
INV002404,2024-04-09,149323,SIP,43070
INV003014,2024-04-09,149322,SIP,58580
INV004146,2024-04-09,100033,LUMPSUM,466993
INV004466,2024-04-09,119552,SIP,2413
INV001206,2024-04-09,120841,LUMPSUM,476784
INV001822,2024-04-09,119598,SIP,914
INV001202,2024-04-09,149323,SIP,7555
INV003311,2024-04-09,100016,SIP,2266
INV001434,2024-04-09,120841,SIP,17975
INV004739,2024-04-09,118632,LUMPSUM,329759
INV001822,2024-04-09,100025,LUMPSUM,357526
INV004823,2024-04-09,102885,SIP,22267
INV000140,2024-04-09,120503,SIP,1050
INV001320,2024-04-09,120505,SIP,23700
INV001320,2024-04-09,101208,LUMPSUM,148438
INV003238,2024-04-09,148567,SIP,54602
INV003638,2024-04-09,125497,SIP,23586
INV002737,2024-04-09,120841,REDEMPTION,375927
INV003220,2024-04-09,102886,LUMPSUM,224294
INV003748,2024-04-09,120505,SIP,2051
INV003286,2024-04-09,120506,SIP,1150
INV001115,2024-04-09,119551,SIP,12519
INV000374,2024-04-09,119552,REDEMPTION,183733
INV004631,2024-04-09,125497,SIP,9293
INV004151,2024-04-09,118635,SIP,1733
INV001716,2024-04-09,101208,SIP,2073
INV000204,2024-04-09,102886,LUMPSUM,178374
INV001999,2024-04-09,148569,SIP,1754
INV001104,2024-04-09,120843,REDEMPTION,179745
INV001015,2024-04-09,120844,LUMPSUM,411498
INV002207,2024-04-09,149322,SIP,58720
INV001218,2024-04-09,120504,SIP,2426
INV003502,2024-04-09,120506,LUMPSUM,238770
INV002546,2024-04-09,148568,SIP,2427
INV004969,2024-04-09,149324,SIP,13219
INV000602,2024-04-09,149324,LUMPSUM,280701
INV003824,2024-04-09,118635,LUMPSUM,311962
INV001223,2024-04-09,119551,LUMPSUM,393909
INV004914,2024-04-09,101207,SIP,7905
INV000290,2024-04-10,149322,SIP,2480
INV000625,2024-04-10,118634,REDEMPTION,294562
INV004174,2024-04-10,148567,SIP,51823
INV004739,2024-04-10,118636,SIP,59814
INV003048,2024-04-10,119598,REDEMPTION,525045
INV002828,2024-04-10,101207,SIP,5328
INV003272,2024-04-10,125498,SIP,46404
INV002149,2024-04-10,125497,LUMPSUM,301364
INV002596,2024-04-10,120843,SIP,1757
INV001183,2024-04-10,120503,SIP,2604
INV001506,2024-04-10,125498,REDEMPTION,236123
INV000530,2024-04-10,149323,SIP,13875
INV001482,2024-04-10,125497,SIP,2630
INV001671,2024-04-10,119093,SIP,1641
INV004769,2024-04-10,148567,SIP,585
INV001785,2024-04-10,119120,SIP,915
INV004256,2024-04-10,120503,SIP,427
INV000446,2024-04-10,148567,SIP,8542
INV001672,2024-04-10,102885,REDEMPTION,276591
INV001789,2024-04-10,148568,LUMPSUM,343120
INV001923,2024-04-10,119598,REDEMPTION,226525
INV003463,2024-04-10,118633,REDEMPTION,56807
INV003352,2024-04-10,118633,REDEMPTION,254675
INV001260,2024-04-10,120504,SIP,15438
INV003570,2024-04-10,119120,REDEMPTION,492873
INV003304,2024-04-10,118634,LUMPSUM,396379
INV000495,2024-04-10,102885,SIP,21556
INV001538,2024-04-10,120505,LUMPSUM,175442
INV001493,2024-04-10,118634,REDEMPTION,18129
INV001972,2024-04-10,120844,SIP,2190
INV004925,2024-04-10,119095,SIP,6225
INV000487,2024-04-10,125497,SIP,9708
INV002318,2024-04-10,118636,LUMPSUM,66426
INV000547,2024-04-10,120842,SIP,2827
INV000496,2024-04-10,125497,SIP,1719
INV004600,2024-04-10,118633,REDEMPTION,125168
INV001810,2024-04-10,101207,LUMPSUM,200271
INV002749,2024-04-10,119094,LUMPSUM,118324
INV003481,2024-04-10,119093,SIP,47070
INV000228,2024-04-10,118632,SIP,24772
INV002429,2024-04-10,119552,SIP,2043
INV001587,2024-04-10,119598,SIP,2663
INV001262,2024-04-10,102885,REDEMPTION,316379
INV004692,2024-04-10,119598,SIP,4957
INV004367,2024-04-10,120841,SIP,2331
INV004533,2024-04-10,119599,LUMPSUM,306087
INV000933,2024-04-10,119093,LUMPSUM,210708
INV001890,2024-04-10,120843,SIP,406
INV001422,2024-04-10,118636,SIP,9559
INV004367,2024-04-10,148569,SIP,8247
INV001210,2024-04-10,118632,SIP,7325
INV004376,2024-04-10,120841,LUMPSUM,24310
INV004128,2024-04-10,120506,LUMPSUM,294365
INV001558,2024-04-10,149323,SIP,1159
INV004698,2024-04-10,149323,SIP,26613
INV003533,2024-04-10,120506,REDEMPTION,434618
INV002006,2024-04-10,100016,SIP,1830
INV000884,2024-04-10,149324,SIP,1133
INV001712,2024-04-10,102885,SIP,4061
INV002234,2024-04-10,148567,SIP,50787
INV000674,2024-04-10,119599,LUMPSUM,38622
INV001039,2024-04-10,120844,SIP,4921
INV003451,2024-04-10,125497,SIP,594
INV002692,2024-04-10,101206,REDEMPTION,381920
INV004619,2024-04-10,120506,SIP,56903
INV003297,2024-04-10,125497,LUMPSUM,456522
INV002036,2024-04-10,101207,LUMPSUM,380578
INV001361,2024-04-10,119552,LUMPSUM,416738
INV004910,2024-04-10,119095,LUMPSUM,396160
INV001971,2024-04-11,148568,SIP,16034
INV000720,2024-04-11,148568,REDEMPTION,126693
INV002705,2024-04-11,100033,SIP,8323
INV001567,2024-04-11,125498,REDEMPTION,249039
INV001314,2024-04-11,119552,SIP,54675
INV001348,2024-04-11,119120,SIP,10194
INV003173,2024-04-11,120507,SIP,2839
INV003670,2024-04-11,120842,LUMPSUM,368969
INV000004,2024-04-11,119095,SIP,20602
INV002400,2024-04-11,102887,SIP,431
INV003910,2024-04-11,100033,LUMPSUM,474317
INV001689,2024-04-11,118636,SIP,5082
INV002218,2024-04-11,119092,SIP,14188
INV004869,2024-04-11,119552,LUMPSUM,275148
INV000180,2024-04-11,119095,LUMPSUM,391062
INV002525,2024-04-11,102886,SIP,5215
INV001982,2024-04-11,149323,SIP,27101
INV004447,2024-04-11,100016,SIP,21507
INV001945,2024-04-11,148569,SIP,2845
INV003176,2024-04-11,120842,SIP,55478
INV002954,2024-04-11,120841,SIP,544
INV003862,2024-04-11,100033,SIP,1833
INV004804,2024-04-11,149323,SIP,8418
INV001790,2024-04-11,120841,LUMPSUM,19218
INV003151,2024-04-11,125498,SIP,9435
INV004855,2024-04-11,148567,SIP,14380
INV002486,2024-04-11,119552,LUMPSUM,95179
INV003589,2024-04-11,120506,REDEMPTION,340429
INV001962,2024-04-11,119599,SIP,2434
INV001195,2024-04-11,118634,SIP,8752
INV004812,2024-04-11,102887,LUMPSUM,67947
INV001695,2024-04-11,120842,SIP,3090
INV002249,2024-04-11,119599,LUMPSUM,155742
INV003023,2024-04-11,120506,SIP,546
INV004033,2024-04-11,119551,SIP,28163
INV002705,2024-04-11,101208,REDEMPTION,59295
INV001650,2024-04-11,118632,LUMPSUM,175792
INV002974,2024-04-11,100025,LUMPSUM,176787
INV001329,2024-04-11,119552,LUMPSUM,286122
INV003600,2024-04-11,119120,SIP,2815
INV004718,2024-04-11,119093,LUMPSUM,226893
INV003014,2024-04-11,119094,SIP,27942
INV002232,2024-04-11,149324,SIP,528
INV004384,2024-04-11,119551,SIP,5523
INV004294,2024-04-11,120843,LUMPSUM,439688
INV003785,2024-04-11,125497,SIP,28831
INV003018,2024-04-11,100016,SIP,2370
INV003756,2024-04-11,120843,LUMPSUM,103333
INV002811,2024-04-11,102885,LUMPSUM,256258
INV002287,2024-04-11,119094,LUMPSUM,35271
INV003203,2024-04-11,118633,SIP,12085
INV004414,2024-04-11,119551,SIP,1136
INV002597,2024-04-11,118636,LUMPSUM,185634
INV001088,2024-04-11,148567,SIP,13524
INV002228,2024-04-11,102885,LUMPSUM,277468
INV002245,2024-04-11,125498,LUMPSUM,318613
INV000765,2024-04-11,149322,SIP,1778
INV000010,2024-04-11,120506,SIP,2855
INV001531,2024-04-11,101208,SIP,3178
INV002910,2024-04-11,125498,SIP,15265
INV001395,2024-04-11,100025,LUMPSUM,394828
INV002920,2024-04-11,102887,LUMPSUM,174387
INV000724,2024-04-11,119599,SIP,880
INV000011,2024-04-11,102887,SIP,15632
INV004524,2024-04-11,149323,LUMPSUM,282250
INV003874,2024-04-11,101206,SIP,5520
INV004864,2024-04-11,102887,SIP,2126
INV003543,2024-04-11,120505,REDEMPTION,277564
INV003686,2024-04-11,120844,SIP,2110
INV004592,2024-04-11,119120,LUMPSUM,161395
INV002153,2024-04-12,148567,SIP,8426
INV002957,2024-04-12,102887,SIP,5573
INV003435,2024-04-12,101208,REDEMPTION,55117
INV002471,2024-04-12,148568,LUMPSUM,35446
INV001844,2024-04-12,101208,REDEMPTION,62966
INV002272,2024-04-12,119599,LUMPSUM,14565
INV004542,2024-04-12,120503,SIP,6726
INV001734,2024-04-12,119551,SIP,893
INV000350,2024-04-12,125497,SIP,862
INV000678,2024-04-12,119095,SIP,818
INV002953,2024-04-12,118636,SIP,5355
INV001359,2024-04-12,120842,SIP,48956
INV003830,2024-04-12,149324,REDEMPTION,252242
INV000150,2024-04-12,118634,LUMPSUM,107223
INV003213,2024-04-12,118633,LUMPSUM,26398
INV003976,2024-04-12,120844,SIP,1182
INV000121,2024-04-12,120842,LUMPSUM,542470
INV004329,2024-04-12,119551,SIP,20058
INV000232,2024-04-12,119552,SIP,7200
INV002891,2024-04-12,118636,SIP,17413
INV003661,2024-04-12,148567,LUMPSUM,159801
INV000004,2024-04-12,149322,REDEMPTION,290902
INV004974,2024-04-12,119552,SIP,29138
INV003307,2024-04-12,118632,SIP,1173
INV003469,2024-04-12,120841,SIP,3315
INV000988,2024-04-12,119092,LUMPSUM,337942
INV003716,2024-04-12,119093,SIP,10806
INV004080,2024-04-12,120503,LUMPSUM,291048
INV003916,2024-04-12,102885,REDEMPTION,268578
INV001484,2024-04-12,118632,SIP,876
INV004943,2024-04-12,102887,SIP,12733
INV001585,2024-04-12,119599,SIP,17011
INV001099,2024-04-12,149324,REDEMPTION,131560
INV003404,2024-04-12,119094,SIP,1945
INV001063,2024-04-12,100016,REDEMPTION,470452
INV004062,2024-04-12,119092,SIP,5321
INV003040,2024-04-12,125498,REDEMPTION,71353
INV000814,2024-04-12,120842,SIP,22764
INV001005,2024-04-12,101207,SIP,2703
INV000283,2024-04-12,125498,REDEMPTION,333881
INV000446,2024-04-12,149323,SIP,5476
INV003809,2024-04-12,148568,LUMPSUM,58215
INV001088,2024-04-12,125497,LUMPSUM,372378
INV002198,2024-04-12,119598,LUMPSUM,274122
INV002095,2024-04-12,120841,SIP,2476
INV001197,2024-04-12,119093,REDEMPTION,230235
INV004922,2024-04-12,149322,SIP,13230
INV001005,2024-04-12,100016,LUMPSUM,319954
INV004232,2024-04-12,100033,REDEMPTION,196797
INV001929,2024-04-12,149322,LUMPSUM,308791
INV004372,2024-04-12,120504,SIP,2604
INV000693,2024-04-12,119095,SIP,3263
INV003494,2024-04-12,100025,REDEMPTION,173164
INV001342,2024-04-12,100016,LUMPSUM,300845
INV000055,2024-04-12,100025,SIP,27583
INV000527,2024-04-12,118636,LUMPSUM,85719
INV004310,2024-04-12,118634,REDEMPTION,303099
INV004694,2024-04-12,148569,LUMPSUM,69708
INV004931,2024-04-12,118634,SIP,959
INV000604,2024-04-12,148567,SIP,48021
INV000191,2024-04-12,102887,SIP,2220
INV001496,2024-04-12,118633,REDEMPTION,518720
INV002982,2024-04-12,148569,SIP,7054
INV001037,2024-04-12,120504,SIP,11297
INV003661,2024-04-12,119120,SIP,24615
INV000437,2024-04-12,100016,SIP,2855
INV002645,2024-04-12,149323,LUMPSUM,174593
INV002215,2024-04-12,118636,REDEMPTION,59164
INV000732,2024-04-12,148569,LUMPSUM,194861
INV001019,2024-04-12,120505,SIP,20587
INV000397,2024-04-12,102887,SIP,2496
INV002632,2024-04-12,100016,SIP,4708
INV000363,2024-04-12,120505,SIP,1117
INV000172,2024-04-12,119095,SIP,59407
INV001064,2024-04-12,120506,SIP,29549
INV004437,2024-04-12,120842,REDEMPTION,161689
INV004497,2024-04-13,120842,REDEMPTION,291707
INV003515,2024-04-13,120507,SIP,2785
INV002389,2024-04-13,119599,SIP,2765
INV000928,2024-04-13,118633,SIP,981
INV001561,2024-04-13,118636,SIP,2070
INV003359,2024-04-13,100025,LUMPSUM,77193
INV004239,2024-04-13,102885,REDEMPTION,330686
INV004748,2024-04-13,119552,SIP,7039
INV003689,2024-04-13,120507,SIP,53655
INV001115,2024-04-13,100025,SIP,2278
INV003404,2024-04-13,119599,SIP,2614
INV002827,2024-04-13,101207,SIP,10239
INV004063,2024-04-13,119095,SIP,1631
INV004138,2024-04-13,120841,SIP,908
INV004868,2024-04-13,120843,SIP,53894
INV003996,2024-04-13,120842,REDEMPTION,271129
INV003683,2024-04-13,120504,SIP,15104
INV001185,2024-04-13,120842,LUMPSUM,328309
INV002899,2024-04-13,120843,REDEMPTION,38143
INV001182,2024-04-13,149323,SIP,12588
INV000456,2024-04-13,120506,SIP,2650
INV001999,2024-04-13,120503,REDEMPTION,558252
INV002342,2024-04-13,101207,SIP,835
INV003134,2024-04-13,149324,REDEMPTION,85804
INV002850,2024-04-13,119599,SIP,7962
INV002286,2024-04-13,119551,SIP,2879
INV003771,2024-04-13,102887,LUMPSUM,303901
INV001375,2024-04-13,119094,SIP,8104
INV002015,2024-04-13,120844,SIP,402
INV003487,2024-04-13,102886,SIP,21728
INV001472,2024-04-13,119093,LUMPSUM,449196
INV004560,2024-04-13,101207,SIP,1190
INV002116,2024-04-13,120841,LUMPSUM,122273
INV004767,2024-04-13,120843,SIP,5904
INV004672,2024-04-13,120843,LUMPSUM,402674
INV002100,2024-04-13,118635,LUMPSUM,501484
INV003529,2024-04-13,119120,LUMPSUM,162332
INV000446,2024-04-13,101206,SIP,9769
INV004956,2024-04-13,119599,LUMPSUM,40000
INV002515,2024-04-13,148568,LUMPSUM,417157
INV003678,2024-04-13,149324,LUMPSUM,185214
INV000765,2024-04-13,120507,LUMPSUM,412476
INV002477,2024-04-13,100016,SIP,800
INV001585,2024-04-13,148569,SIP,1731
INV001455,2024-04-13,118635,SIP,2692
INV003429,2024-04-13,125497,SIP,1960
INV004769,2024-04-13,119094,REDEMPTION,296076
INV002702,2024-04-13,148568,REDEMPTION,54475
INV003388,2024-04-13,100025,LUMPSUM,106095
INV004259,2024-04-13,120503,SIP,55529
INV004644,2024-04-13,119599,LUMPSUM,226789
INV004496,2024-04-13,118636,SIP,23570
INV004947,2024-04-13,149322,LUMPSUM,94032
INV000656,2024-04-13,119599,SIP,2513
INV002753,2024-04-13,120504,SIP,8413
INV003663,2024-04-13,102885,LUMPSUM,534667
INV003457,2024-04-13,148567,SIP,28427
INV002324,2024-04-13,119552,LUMPSUM,313799
INV003520,2024-04-13,149323,SIP,550
INV003624,2024-04-13,119093,REDEMPTION,413008
INV002929,2024-04-13,102886,LUMPSUM,21845
INV000395,2024-04-13,119094,SIP,2352
INV000189,2024-04-14,119095,SIP,3541
INV003354,2024-04-14,120505,SIP,2052
INV000213,2024-04-14,125497,LUMPSUM,132261
INV000130,2024-04-14,100033,REDEMPTION,433156
INV002378,2024-04-14,118634,LUMPSUM,537342
INV002120,2024-04-14,119093,SIP,8162
INV004384,2024-04-14,125498,SIP,8126
INV003680,2024-04-14,101206,LUMPSUM,50322
INV004834,2024-04-14,149322,SIP,14926
INV001995,2024-04-14,119092,SIP,44786
INV001269,2024-04-14,125497,REDEMPTION,116001
INV004028,2024-04-14,120844,SIP,57205
INV003111,2024-04-14,100025,SIP,23649
INV000113,2024-04-14,100016,SIP,7201
INV004953,2024-04-14,119092,SIP,11434
INV004179,2024-04-14,101208,SIP,1044
INV001405,2024-04-14,120507,SIP,54419
INV001989,2024-04-14,101206,SIP,42151
INV004239,2024-04-14,120841,SIP,8101
INV003630,2024-04-14,120844,SIP,447
INV001087,2024-04-14,119092,SIP,5511
INV001512,2024-04-14,120503,REDEMPTION,480985
INV000334,2024-04-14,118636,LUMPSUM,423661
INV000385,2024-04-14,102885,SIP,6402
INV002567,2024-04-14,102886,LUMPSUM,65863
INV004266,2024-04-14,120843,LUMPSUM,287342
INV002302,2024-04-14,102885,SIP,3330
INV003681,2024-04-14,148569,SIP,1822
INV001742,2024-04-14,119599,LUMPSUM,415934
INV000466,2024-04-14,119552,REDEMPTION,20196
INV003562,2024-04-14,125497,SIP,11320
INV003341,2024-04-14,118633,REDEMPTION,109052
INV004540,2024-04-14,100016,LUMPSUM,53310
INV003215,2024-04-14,119551,LUMPSUM,119806
INV002237,2024-04-14,118633,LUMPSUM,167210
INV002571,2024-04-14,120841,REDEMPTION,189400
INV004808,2024-04-14,120844,SIP,2234
INV002216,2024-04-14,119120,SIP,48408
INV003823,2024-04-14,102885,SIP,9370
INV003311,2024-04-14,119120,SIP,2924
INV003614,2024-04-14,119095,LUMPSUM,420061
INV000580,2024-04-14,102887,SIP,5935
INV000986,2024-04-14,148568,REDEMPTION,275759
INV004252,2024-04-14,118632,SIP,4766
INV000623,2024-04-14,149322,SIP,3551
INV004474,2024-04-14,102886,SIP,9917
INV002269,2024-04-14,101208,SIP,4907
INV003696,2024-04-14,148569,SIP,8416
INV000448,2024-04-14,118636,REDEMPTION,33885
INV003761,2024-04-14,120504,SIP,2067
INV002454,2024-04-14,118634,SIP,3041
INV001071,2024-04-14,101208,LUMPSUM,266849
INV002413,2024-04-14,101206,LUMPSUM,334663
INV001798,2024-04-14,120506,SIP,26337
INV003406,2024-04-14,102886,SIP,7888
INV000151,2024-04-14,120506,SIP,24995
INV000840,2024-04-14,100033,SIP,8330
INV004207,2024-04-14,120843,REDEMPTION,301730
INV003495,2024-04-14,120843,SIP,530
INV001821,2024-04-14,120842,SIP,599
INV003295,2024-04-14,120503,LUMPSUM,175441
INV000094,2024-04-14,118634,SIP,25596
INV000293,2024-04-14,100033,SIP,2806
INV004602,2024-04-14,148569,SIP,27245
INV004356,2024-04-14,102885,REDEMPTION,48238
INV000498,2024-04-14,119094,LUMPSUM,334355
INV003736,2024-04-14,102887,LUMPSUM,450426
INV004479,2024-04-14,149323,SIP,25920
INV003065,2024-04-14,149324,SIP,21177
INV001102,2024-04-14,119092,SIP,4349
INV004547,2024-04-14,118632,REDEMPTION,486612
INV001352,2024-04-14,102886,SIP,2013
INV002800,2024-04-14,118632,LUMPSUM,78091
INV000374,2024-04-14,120843,LUMPSUM,432189
INV004152,2024-04-14,118632,REDEMPTION,185609
INV003225,2024-04-14,120844,LUMPSUM,44312
INV003870,2024-04-15,119092,LUMPSUM,281555
INV000591,2024-04-15,118633,SIP,2405
INV004410,2024-04-15,119093,SIP,4470
INV003204,2024-04-15,118633,SIP,1990
INV004678,2024-04-15,119093,LUMPSUM,466768
INV003376,2024-04-15,101206,LUMPSUM,324993
INV000305,2024-04-15,120507,REDEMPTION,108985
INV002242,2024-04-15,100025,SIP,2866
INV003376,2024-04-15,100016,LUMPSUM,50456
INV004915,2024-04-15,118635,SIP,9695
INV001872,2024-04-15,120504,SIP,562
INV003782,2024-04-15,125498,REDEMPTION,261966
INV001265,2024-04-15,101206,SIP,2458
INV004711,2024-04-15,120507,SIP,5072
INV004410,2024-04-15,120504,SIP,17075
INV002061,2024-04-15,119092,LUMPSUM,95881
INV001337,2024-04-15,119599,SIP,10858
INV001498,2024-04-15,149323,REDEMPTION,165897
INV002698,2024-04-15,120507,LUMPSUM,480619
INV004246,2024-04-15,120504,SIP,3218
INV003144,2024-04-15,102885,SIP,3209
INV003782,2024-04-15,118636,SIP,16825
INV002154,2024-04-15,100016,SIP,2234
INV001791,2024-04-15,100016,SIP,4319
INV004268,2024-04-15,148569,REDEMPTION,146197
INV003363,2024-04-15,119120,SIP,1114
INV000556,2024-04-15,120505,LUMPSUM,403162
INV002151,2024-04-15,120842,SIP,7907
INV002740,2024-04-15,118633,REDEMPTION,10271
INV002171,2024-04-15,120503,SIP,911
INV004282,2024-04-15,101206,SIP,2232
INV002605,2024-04-15,119092,SIP,10984
INV000576,2024-04-15,125497,SIP,495
INV004770,2024-04-15,102886,SIP,4262
INV000971,2024-04-15,100025,LUMPSUM,250646
INV001514,2024-04-15,102885,SIP,46565
INV000711,2024-04-15,102887,SIP,1104
INV003063,2024-04-15,120506,LUMPSUM,246426
INV002439,2024-04-15,120843,REDEMPTION,307088
INV004203,2024-04-15,101207,SIP,40013
INV001108,2024-04-15,148569,SIP,2255
INV001718,2024-04-15,100033,SIP,23776
INV000150,2024-04-15,102887,LUMPSUM,404969
INV001822,2024-04-15,100025,SIP,1143
INV000833,2024-04-15,120503,LUMPSUM,463192
INV000521,2024-04-15,100016,REDEMPTION,531396
INV002614,2024-04-15,120841,SIP,3285
INV001844,2024-04-15,125498,SIP,6135
INV001401,2024-04-15,120506,SIP,2583
INV000693,2024-04-15,120506,LUMPSUM,414374
INV000865,2024-04-15,118634,SIP,25244
INV004848,2024-04-15,119094,SIP,9640
INV004776,2024-04-15,148567,SIP,6231
INV001941,2024-04-15,120503,LUMPSUM,177233
INV003890,2024-04-15,149324,LUMPSUM,426830
INV004427,2024-04-15,100033,SIP,403
