investor_id,avg_gap,total_sips,at_risk
INV001089,,1,False
INV001090,,1,False
INV001091,101.66666666666667,4,True
INV001092,77.33333333333333,7,True
INV001093,52.333333333333336,4,True
INV001094,145.0,2,True
INV001095,244.0,2,True
INV001096,68.25,5,True
INV001099,26.142857142857142,8,False
INV001100,,1,False
INV001101,142.33333333333334,4,True
INV001102,55.333333333333336,7,True
INV001103,111.0,4,True
INV001104,,1,False
INV001105,,1,False
INV001106,237.5,3,True
INV001107,46.0,3,True
INV001108,144.0,3,True
INV001109,87.0,3,True
INV001110,147.0,2,True
INV001111,101.5,3,True
INV001112,50.0,5,True
INV001113,46.666666666666664,4,True
INV001114,406.0,2,True
INV001115,81.4,6,True
INV001116,58.125,9,True
INV001117,61.714285714285715,8,True
INV001118,124.33333333333333,4,True
INV001119,327.0,2,True
INV001120,72.0,2,True
INV001121,134.5,3,True
INV001122,309.0,2,True
INV001123,107.0,5,True
INV001124,89.0,3,True
INV001126,23.0,2,False
INV001127,189.0,2,True
INV001128,72.0,3,True
INV001129,,1,False
INV001130,76.83333333333333,7,True
INV001131,156.66666666666666,4,True
INV001132,,1,False
INV001133,69.33333333333333,4,True
INV001134,,1,False
INV001136,58.0,2,True
INV001137,57.0,7,True
INV001138,134.66666666666666,4,True
INV001139,325.0,2,True
INV001140,60.4,6,True
INV001141,97.6,6,True
INV001142,42.833333333333336,7,True
INV001143,85.0,3,True
INV001144,125.5,3,True
INV001145,23.0,3,False
INV001146,,1,False
INV001148,85.0,3,True
INV001149,146.5,3,True
INV001150,131.5,3,True
INV001151,205.5,3,True
INV001152,77.66666666666667,4,True
INV001153,,1,False
INV001154,165.66666666666666,4,True
INV001155,89.5,3,True
INV001156,102.4,6,True
INV001157,76.25,5,True
INV001158,224.0,3,True
INV001159,,1,False
INV001160,57.57142857142857,8,True
INV001161,80.6,6,True
INV001163,67.33333333333333,7,True
INV001164,202.0,2,True
INV001165,55.5,5,True
INV001166,108.0,5,True
INV001167,96.2,6,True
INV001168,83.25,5,True
INV001169,226.0,3,True
INV001170,68.2,6,True
INV001171,92.0,4,True
INV001172,107.0,2,True
INV001173,67.0,6,True
INV001174,221.0,3,True
INV001175,79.75,5,True
INV001176,81.0,2,True
INV001177,,1,False
INV001178,79.66666666666667,7,True
INV001179,,1,False
INV001180,74.4,6,True
INV001181,67.42857142857143,8,True
INV001182,10.0,2,False
INV001183,62.25,5,True
INV001184,,1,False
INV001185,79.75,5,True
INV001186,78.0,5,True
INV001187,,1,False
INV001188,,1,False
INV001189,60.0,3,True
INV001190,97.0,6,True
INV001191,48.0,2,True
INV001192,77.66666666666667,4,True
INV001193,54.333333333333336,4,True
INV001194,84.5,3,True
INV001195,53.42857142857143,8,True
INV001196,92.2,6,True
INV001197,121.0,3,True
INV001198,114.5,5,True
INV001199,143.0,2,True
INV001200,354.0,2,True
INV001201,,1,False
INV001202,58.0,8,True
INV001203,225.0,2,True
INV001204,158.5,3,True
INV001205,,1,False
INV001206,83.6,6,True
INV001207,65.25,5,True
INV001208,51.833333333333336,7,True
INV001209,45.0,3,True
INV001210,36.875,9,True
INV001211,,1,False
INV001212,79.0,5,True
INV001213,201.0,3,True
INV001214,,1,False
INV001215,160.0,4,True
INV001216,362.0,2,True
INV001217,60.142857142857146,8,True
INV001218,98.0,5,True
INV001219,50.857142857142854,8,True
INV001220,77.16666666666667,7,True
INV001221,113.0,5,True
INV001222,85.75,5,True
INV001223,70.83333333333333,7,True
INV001224,40.0,4,True
INV001225,164.0,3,True
INV001226,,1,False
INV001227,66.33333333333333,4,True
INV001228,95.5,5,True
INV001229,103.0,2,True
INV001230,44.333333333333336,4,True
INV001231,,1,False
INV001232,146.33333333333334,4,True
INV001233,98.0,3,True
INV001234,60.57142857142857,8,True
INV001235,59.0,9,True
INV001236,146.66666666666666,4,True
INV001237,98.0,6,True
INV001238,68.5,7,True
INV001239,,1,False
INV001240,,1,False
INV001241,41.333333333333336,4,True
INV001242,69.8,6,True
INV001243,,1,False
INV001244,42.75,5,True
INV001245,,1,False
INV001246,184.0,2,True
INV001247,61.0,5,True
INV001248,,1,False
INV001249,119.33333333333333,4,True
INV001250,353.0,2,True
INV001251,82.0,6,True
INV001254,124.0,2,True
INV001255,118.0,4,True
INV001256,195.5,3,True
INV001257,108.25,5,True
INV001258,58.0,2,True
INV001259,115.25,5,True
INV001260,89.5,5,True
INV001261,61.0,5,True
INV001262,44.833333333333336,7,True
INV001263,139.0,2,True
INV001264,78.5,5,True
INV001265,79.75,5,True
INV001266,,1,False
INV001267,293.0,2,True
INV001269,97.5,5,True
INV001270,,1,False
INV001271,107.33333333333333,4,True
INV001273,146.66666666666666,4,True
INV001274,73.33333333333333,7,True
INV001275,66.66666666666667,7,True
INV001276,158.0,3,True
INV001277,420.0,2,True
INV001279,160.33333333333334,4,True
INV001280,8.0,2,False
INV001281,148.0,4,True
INV001282,67.0,6,True
INV001284,73.5,5,True
INV001285,,1,False
INV001286,20.0,3,False
INV001287,92.2,6,True
INV001288,45.666666666666664,7,True
INV001289,171.0,3,True
INV001290,294.0,2,True
INV001291,76.2,6,True
INV001292,116.0,2,True
INV001294,,1,False
INV001295,50.75,9,True
INV001296,,1,False
INV001297,247.0,2,True
INV001298,71.83333333333333,7,True
INV001299,51.25,9,True
INV001300,98.0,3,True
INV001301,,1,False
INV001302,,1,False
INV001304,97.6,6,True
INV001305,42.0,2,True
INV001306,92.0,2,True
INV001307,304.0,2,True
INV001308,54.625,9,True
INV001309,,1,False
INV001310,81.2,6,True
INV001311,151.33333333333334,4,True
INV001312,76.0,4,True
INV001313,,1,False
INV001314,50.44444444444444,10,True
INV001315,51.833333333333336,7,True
INV001316,92.4,6,True
INV001317,84.8,6,True
INV001318,46.22222222222222,10,True
INV001319,45.333333333333336,4,True
INV001320,61.5,5,True
INV001321,81.5,5,True
INV001322,145.0,3,True
INV001323,,1,False
INV001324,,1,False
INV001325,165.0,4,True
INV001326,69.42857142857143,8,True
INV001327,,1,False
INV001328,71.0,2,True
INV001329,68.2,6,True
INV001330,107.0,3,True
INV001331,94.2,6,True
INV001332,80.0,7,True
INV001333,78.66666666666667,7,True
INV001334,101.0,5,True
INV001335,,1,False
INV001336,65.85714285714286,8,True
INV001337,81.33333333333333,4,True
INV001338,,1,False
INV001339,,1,False
INV001340,,1,False
INV001341,155.0,3,True
INV001342,106.75,5,True
INV001343,93.33333333333333,4,True
INV001344,,1,False
INV001345,117.0,4,True
INV001346,63.5,5,True
INV001347,265.0,2,True
INV001348,47.833333333333336,7,True
INV001349,,1,False
INV001350,411.0,2,True
INV001351,70.5,7,True
INV001352,23.333333333333332,4,False
INV001353,73.0,5,True
INV001354,131.33333333333334,4,True
INV001355,60.2,6,True
INV001356,79.2,6,True
INV001357,53.333333333333336,4,True
INV001358,,1,False
INV001359,72.5,7,True
INV001360,,1,False
INV001361,50.5,7,True
INV001362,29.5,3,False
INV001363,76.0,5,True
INV001365,50.5,3,True
INV001366,88.25,5,True
INV001367,99.0,6,True
INV001368,,1,False
INV001369,106.0,4,True
INV001370,102.75,5,True
INV001371,,1,False
INV001372,180.5,3,True
INV001373,154.0,2,True
INV001374,33.0,2,False
INV001375,78.5,7,True
INV001376,78.66666666666667,7,True
INV001377,44.666666666666664,4,True
INV001378,,1,False
INV001379,50.0,4,True
INV001380,,1,False
INV001382,151.5,3,True
INV001383,56.142857142857146,8,True
INV001384,115.66666666666667,4,True
INV001385,236.5,3,True
INV001386,201.0,2,True
INV001387,57.25,9,True
INV001388,262.0,2,True
INV001389,,1,False
INV001390,205.0,3,True
INV001391,87.33333333333333,4,True
INV001392,50.333333333333336,4,True
INV001393,208.0,2,True
INV001394,63.57142857142857,8,True
INV001395,130.66666666666666,4,True
INV001396,122.0,2,True
INV001397,117.25,5,True
INV001398,144.0,4,True
INV001399,71.33333333333333,4,True
INV001400,76.8,6,True
INV001401,68.6,6,True
INV001402,141.33333333333334,4,True
INV001403,,1,False
INV001404,201.0,2,True
INV001405,130.33333333333334,4,True
INV001406,47.666666666666664,10,True
INV001407,45.2,6,True
INV001408,46.0,2,True
INV001409,48.5,5,True
INV001410,131.33333333333334,4,True
INV001411,114.0,5,True
INV001412,141.0,2,True
INV001413,80.0,5,True
INV001414,,1,False
INV001415,68.14285714285714,8,True
INV001416,303.0,2,True
INV001417,,1,False
INV001418,88.6,6,True
INV001419,85.8,6,True
INV001420,272.0,2,True
INV001421,108.75,5,True
INV001422,33.0,4,False
INV001423,48.57142857142857,8,True
INV001424,155.0,4,True
INV001425,445.0,2,True
INV001426,,1,False
INV001427,,1,False
INV001428,79.4,6,True
INV001429,,1,False
INV001430,,1,False
INV001431,49.5,3,True
INV001432,71.4,6,True
INV001433,71.5,3,True
INV001434,80.6,6,True
INV001435,36.0,2,True
INV001436,37.0,2,True
INV001437,,1,False
INV001438,,1,False
INV001439,169.0,3,True
INV001440,226.0,2,True
INV001441,60.0,2,True
INV001442,57.125,9,True
INV001443,104.0,3,True
INV001444,54.0,3,True
INV001445,66.33333333333333,4,True
INV001446,139.0,2,True
INV001447,165.5,3,True
INV001448,96.0,2,True
INV001449,65.0,4,True
INV001450,71.0,3,True
INV001451,,1,False
INV001452,40.5,3,True
INV001453,148.0,3,True
INV001454,73.0,7,True
INV001455,64.71428571428571,8,True
INV001456,104.75,5,True
INV001457,43.8,6,True
INV001458,59.833333333333336,7,True
INV001459,,1,False
INV001460,77.0,4,True
INV001461,43.0,2,True
INV001462,80.0,5,True
INV001463,71.0,2,True
INV001464,,1,False
INV001465,145.5,3,True
INV001466,44.6,6,True
INV001467,94.25,5,True
INV001468,6.0,2,False
INV001469,,1,False
INV001470,217.0,3,True
INV001472,79.0,6,True
INV001473,232.5,3,True
INV001474,,1,False
INV001475,98.5,3,True
INV001476,134.66666666666666,4,True
INV001477,,1,False
INV001478,159.33333333333334,4,True
INV001479,204.0,2,True
INV001480,95.66666666666667,4,True
INV001481,74.75,5,True
INV001482,80.6,6,True
INV001483,95.75,5,True
INV001484,18.0,2,False
INV001485,55.0,9,True
INV001486,,1,False
INV001487,91.0,3,True
INV001488,158.0,3,True
INV001489,114.0,4,True
INV001491,98.8,6,True
INV001492,154.5,3,True
INV001494,221.5,3,True
INV001495,16.0,2,False
INV001496,94.5,5,True
INV001497,63.0,9,True
INV001498,,1,False
INV001499,122.5,3,True
INV001500,107.5,3,True
INV001501,139.5,3,True
INV001502,,1,False
INV001503,74.66666666666667,4,True
INV001504,54.25,9,True
INV001505,296.0,2,True
INV001506,119.0,3,True
INV001507,86.2,6,True
INV001508,205.5,3,True
INV001509,,1,False
INV001510,66.83333333333333,7,True
INV001511,,1,False
INV001512,104.5,5,True
INV001513,79.0,3,True
INV001514,51.833333333333336,7,True
INV001515,129.66666666666666,4,True
INV001516,56.8,6,True
INV001518,59.5,5,True
INV001519,77.0,3,True
INV001520,,1,False
INV001521,88.0,5,True
INV001522,205.0,2,True
INV001524,95.25,5,True
INV001525,49.25,5,True
INV001526,50.4,6,True
INV001527,,1,False
INV001528,120.0,5,True
INV001529,,1,False
INV001530,64.66666666666667,7,True
INV001531,120.5,3,True
INV001532,56.833333333333336,7,True
INV001534,112.0,5,True
INV001535,226.0,3,True
INV001536,69.0,7,True
INV001537,85.0,3,True
INV001538,131.0,4,True
INV001539,306.0,2,True
INV001540,138.33333333333334,4,True
INV001542,63.0,5,True
INV001543,252.0,2,True
INV001544,106.5,5,True
INV001545,92.8,6,True
INV001547,72.16666666666667,7,True
INV001548,80.6,6,True
INV001549,50.0,5,True
INV001550,79.0,7,True
INV001551,61.8,6,True
INV001552,,1,False
INV001553,100.0,4,True
INV001554,5.0,2,False
INV001555,199.0,2,True
INV001556,128.0,2,True
INV001557,371.0,2,True
INV001558,76.25,5,True
INV001560,214.0,3,True
INV001561,110.33333333333333,4,True
INV001562,44.22222222222222,10,True
INV001563,,1,False
INV001564,55.714285714285715,8,True
INV001566,153.0,3,True
INV001567,34.75,5,False
INV001568,,1,False
INV001569,83.4,6,True
INV001570,304.0,2,True
INV001571,,1,False
INV001572,,1,False
INV001573,43.25,5,True
INV001574,64.0,5,True
INV001575,111.66666666666667,4,True
INV001576,113.0,5,True
INV001577,,1,False
INV001578,,1,False
INV001579,75.0,7,True
INV001580,45.666666666666664,7,True
INV001581,,1,False
INV001582,,1,False
INV001583,91.0,3,True
INV001584,47.5,3,True
INV001585,56.6,6,True
INV001586,89.33333333333333,4,True
INV001587,65.0,7,True
INV001588,74.5,3,True
INV001589,,1,False
INV001590,253.0,2,True
INV001591,69.0,2,True
INV001592,4.0,2,False
INV001593,,1,False
INV001594,122.0,2,True
INV001595,131.66666666666666,4,True
INV001596,,1,False
INV001597,56.0,7,True
INV001598,98.5,5,True
INV001599,58.2,6,True
INV001600,260.0,2,True
INV001601,,1,False
INV001602,93.8,6,True
INV001603,54.5,7,True
INV001604,72.0,2,True
INV001605,60.57142857142857,8,True
INV001606,67.66666666666667,7,True
INV001607,462.0,2,True
INV001608,69.25,5,True
INV001609,60.666666666666664,4,True
INV001611,70.25,5,True
INV001612,85.5,5,True
INV001613,,1,False
INV001614,27.0,2,False
INV001615,154.0,3,True
INV001616,53.0,9,True
INV001617,,1,False
INV001618,85.0,5,True
INV001619,175.0,3,True
INV001620,77.33333333333333,4,True
INV001621,167.0,3,True
INV001622,196.0,2,True
INV001623,92.0,6,True
INV001624,38.333333333333336,4,True
INV001625,72.0,6,True
INV001626,244.0,2,True
INV001627,118.0,4,True
INV001628,51.714285714285715,8,True
INV001629,67.5,7,True
INV001630,79.5,3,True
INV001631,57.0,6,True
INV001633,,1,False
INV001634,,1,False
INV001635,200.0,2,True
INV001636,48.875,9,True
INV001637,,1,False
INV001638,22.0,3,False
INV001639,70.66666666666667,4,True
INV001640,21.0,5,False
INV001641,88.4,6,True
INV001642,,1,False
INV001643,86.25,5,True
INV001644,65.6,6,True
INV001645,67.6,6,True
INV001646,129.0,3,True
INV001648,72.5,5,True
INV001649,51.666666666666664,10,True
INV001650,123.0,3,True
INV001651,78.66666666666667,7,True
INV001652,99.33333333333333,4,True
INV001653,55.2,6,True
INV001654,56.0,7,True
INV001655,40.666666666666664,4,True
INV001656,59.857142857142854,8,True
INV001658,105.5,5,True
INV001659,41.0,2,True
INV001660,131.33333333333334,4,True
INV001661,195.5,3,True
INV001662,60.2,6,True
INV001663,74.25,5,True
INV001664,,1,False
INV001665,116.5,3,True
INV001666,55.333333333333336,4,True
INV001667,,1,False
INV001668,,1,False
INV001669,14.5,3,False
INV001670,102.33333333333333,4,True
INV001671,124.0,4,True
INV001672,34.0,9,False
INV001673,49.3,11,True
INV001674,85.33333333333333,4,True
INV001676,,1,False
INV001677,380.0,2,True
INV001678,,1,False
INV001679,134.33333333333334,4,True
INV001680,58.875,9,True
INV001681,330.0,2,True
INV001682,,1,False
INV001683,72.5,7,True
INV001684,153.0,3,True
INV001685,44.0,2,True
INV001686,,1,False
INV001687,94.33333333333333,4,True
INV001688,181.0,3,True
INV001689,83.6,6,True
INV001690,81.16666666666667,7,True
INV001691,82.0,6,True
INV001692,34.0,2,False
INV001693,156.0,3,True
INV001694,66.14285714285714,8,True
INV001695,42.75,5,True
INV001696,146.33333333333334,4,True
INV001697,62.5,9,True
INV001698,,1,False
INV001699,83.2,6,True
INV001700,,1,False
INV001701,110.0,5,True
INV001702,,1,False
INV001703,,1,False
INV001705,58.0,4,True
INV001706,94.0,5,True
INV001707,314.0,2,True
INV001708,171.0,3,True
INV001709,51.8,6,True
INV001710,,1,False
INV001711,65.83333333333333,7,True
INV001712,66.6,6,True
INV001713,80.25,5,True
INV001714,133.0,3,True
INV001715,68.28571428571429,8,True
INV001716,75.66666666666667,4,True
INV001718,84.0,6,True
INV001719,103.5,3,True
INV001720,103.5,5,True
INV001721,139.33333333333334,4,True
INV001722,191.5,3,True
INV001723,22.5,3,False
INV001724,69.66666666666667,7,True
INV001725,107.75,5,True
INV001726,,1,False
INV001727,145.0,3,True
INV001728,50.57142857142857,8,True
INV001729,,1,False
INV001730,17.0,2,False
INV001731,310.0,2,True
INV001732,153.66666666666666,4,True
INV001733,,1,False
INV001734,118.66666666666667,4,True
INV001735,118.5,5,True
INV001736,112.33333333333333,4,True
INV001737,56.833333333333336,7,True
INV001738,47.5,9,True
INV001739,52.5,9,True
INV001740,107.25,5,True
INV001741,89.4,6,True
INV001742,51.75,5,True
INV001743,36.0,3,True
INV001744,78.5,7,True
INV001745,170.0,3,True
INV001746,66.75,5,True
INV001747,115.0,5,True
INV001748,101.0,3,True
INV001749,,1,False
INV001750,286.0,2,True
INV001751,45.333333333333336,4,True
INV001752,69.33333333333333,7,True
INV001753,42.8,11,True
INV001754,68.5,3,True
INV001757,55.57142857142857,8,True
INV001758,84.66666666666667,4,True
INV001759,49.55555555555556,10,True
INV001760,163.0,3,True
INV001761,,1,False
INV001762,75.0,4,True
INV001763,131.5,3,True
INV001764,147.5,3,True
INV001765,124.66666666666667,4,True
INV001766,166.0,2,True
INV001768,2.0,2,False
INV001769,98.0,6,True
INV001770,57.0,5,True
INV001771,,1,False
INV001772,95.0,6,True
INV001773,53.75,5,True
INV001774,129.5,3,True
INV001775,29.142857142857142,8,False
INV001776,,1,False
INV001777,57.625,9,True
INV001778,63.57142857142857,8,True
INV001779,,1,False
INV001780,,1,False
INV001781,149.0,3,True
INV001782,55.333333333333336,4,True
INV001783,88.33333333333333,4,True
INV001784,95.0,5,True
INV001785,202.0,3,True
INV001786,,1,False
INV001787,62.0,2,True
INV001788,50.0,3,True
INV001789,110.0,2,True
INV001790,133.66666666666666,4,True
INV001791,137.0,3,True
INV001792,73.0,5,True
INV001793,,1,False
INV001794,70.75,5,True
INV001795,196.5,3,True
INV001796,34.0,3,False
INV001797,79.66666666666667,7,True
INV001798,49.0,5,True
INV001799,88.33333333333333,4,True
INV001800,49.666666666666664,7,True
INV001801,85.75,5,True
INV001802,61.666666666666664,7,True
INV001803,59.0,6,True
INV001804,55.857142857142854,8,True
INV001805,57.333333333333336,4,True
INV001806,60.0,8,True
INV001809,95.6,6,True
INV001810,67.0,5,True
INV001811,54.25,9,True
INV001813,140.0,3,True
INV001814,99.0,5,True
INV001815,44.333333333333336,4,True
INV001816,51.0,4,True
INV001817,,1,False
INV001818,,1,False
INV001819,189.0,2,True
INV001820,135.0,4,True
INV001821,167.0,3,True
INV001822,19.8,6,False
INV001823,58.142857142857146,8,True
INV001824,,1,False
INV001825,88.0,4,True
INV001826,51.2,6,True
INV001827,118.75,5,True
INV001828,44.42857142857143,8,True
INV001829,106.66666666666667,4,True
INV001830,99.0,3,True
INV001831,72.8,6,True
INV001832,78.66666666666667,4,True
INV001833,62.75,5,True
INV001834,110.66666666666667,4,True
INV001835,55.5,5,True
INV001836,67.75,5,True
INV001837,62.833333333333336,7,True
INV001838,,1,False
INV001839,201.0,3,True
INV001840,,1,False
INV001841,56.2,6,True
INV001842,142.0,4,True
INV001843,113.66666666666667,4,True
INV001844,362.0,2,True
INV001845,207.0,3,True
INV001846,99.5,3,True
INV001847,219.0,2,True
INV001848,160.33333333333334,4,True
INV001849,136.66666666666666,4,True
INV001850,227.0,2,True
INV001851,109.66666666666667,4,True
INV001852,112.33333333333333,4,True
INV001853,47.42857142857143,8,True
INV001854,,1,False
INV001855,159.0,2,True
INV001856,125.0,4,True
INV001857,150.33333333333334,4,True
INV001858,55.142857142857146,8,True
INV001859,196.0,3,True
INV001860,494.0,2,True
INV001861,51.25,5,True
INV001862,,1,False
INV001863,3.0,2,False
INV001865,63.5,7,True
INV001866,58.8,6,True
INV001867,143.33333333333334,4,True
INV001868,116.0,4,True
INV001869,,1,False
INV001870,76.0,7,True
INV001871,55.0,7,True
INV001872,152.0,3,True
INV001873,68.5,3,True
INV001874,105.0,4,True
INV001875,49.0,2,True
INV001876,129.5,3,True
INV001877,82.25,5,True
INV001878,3.0,2,False
INV001879,117.0,5,True
INV001880,60.75,5,True
INV001881,58.25,5,True
INV001882,110.5,3,True
INV001883,99.2,6,True
INV001885,71.2,6,True
INV001886,50.75,9,True
INV001887,234.0,3,True
INV001888,70.5,5,True
INV001890,102.6,6,True
INV001891,96.4,6,True
INV001892,174.5,3,True
INV001893,68.25,5,True
INV001895,,1,False
INV001896,77.33333333333333,4,True
INV001897,81.5,3,True
INV001899,113.5,5,True
INV001900,75.0,5,True
INV001901,,1,False
INV001902,,1,False
INV001903,62.5,5,True
INV001904,,1,False
INV001905,100.66666666666667,4,True
INV001906,97.0,3,True
INV001908,,1,False
INV001909,62.142857142857146,8,True
INV001910,,1,False
INV001911,45.0,3,True
INV001912,86.4,6,True
INV001913,67.33333333333333,4,True
INV001914,126.66666666666667,4,True
INV001915,228.0,2,True
INV001916,103.25,5,True
INV001917,88.5,3,True
INV001918,,1,False
INV001919,,1,False
INV001920,39.0,7,True
INV001921,68.57142857142857,8,True
INV001922,89.75,5,True
INV001923,80.66666666666667,7,True
INV001924,59.166666666666664,7,True
INV001925,,1,False
INV001926,116.0,5,True
INV001927,58.8,6,True
INV001928,139.66666666666666,4,True
INV001929,66.2,6,True
INV001930,242.5,3,True
INV001931,,1,False
INV001932,249.0,2,True
INV001933,107.75,5,True
INV001934,21.0,2,False
INV001935,,1,False
INV001936,33.0,2,False
INV001937,60.42857142857143,8,True
INV001938,43.0,9,True
INV001939,,1,False
INV001940,98.25,5,True
INV001942,,1,False
INV001943,74.4,6,True
INV001944,101.75,5,True
INV001945,88.0,4,True
INV001946,120.0,3,True
INV001947,,1,False
INV001948,221.5,3,True
INV001949,,1,False
INV001950,60.166666666666664,7,True
INV001951,58.833333333333336,7,True
INV001952,289.0,2,True
INV001954,86.8,6,True
INV001955,76.0,6,True
INV001956,158.66666666666666,4,True
INV001957,41.0,2,True
INV001959,56.0,4,True
INV001960,185.0,2,True
INV001961,83.4,6,True
INV001962,86.75,5,True
INV001963,27.0,2,False
INV001964,,1,False
INV001965,,1,False
INV001966,191.0,2,True
INV001967,10.75,5,False
INV001968,61.666666666666664,4,True
INV001969,79.2,6,True
INV001970,,1,False
INV001971,54.714285714285715,8,True
INV001972,42.42857142857143,8,True
INV001973,,1,False
INV001974,178.0,2,True
INV001975,,1,False
INV001976,100.0,2,True
INV001977,108.5,5,True
INV001978,83.2,6,True
INV001979,55.4,6,True
INV001980,213.5,3,True
INV001981,,1,False
INV001982,85.8,6,True
INV001983,120.25,5,True
INV001984,,1,False
INV001985,101.0,5,True
INV001986,47.666666666666664,7,True
INV001987,67.0,7,True
INV001988,,1,False
INV001989,89.5,3,True
INV001990,45.285714285714285,8,True
INV001991,,1,False
INV001992,135.33333333333334,4,True
INV001993,56.6,6,True
INV001994,,1,False
INV001995,48.6,6,True
INV001996,,1,False
INV001997,88.6,6,True
INV001998,94.25,5,True
INV001999,62.666666666666664,4,True
INV002000,80.0,5,True
INV002001,84.8,6,True
INV002002,109.0,2,True
INV002003,152.0,2,True
INV002004,,1,False
INV002005,108.5,3,True
INV002006,73.6,6,True
INV002007,124.0,3,True
INV002008,86.0,5,True
INV002009,,1,False
INV002010,74.6,6,True
INV002011,111.33333333333333,4,True
INV002012,86.0,5,True
INV002013,93.0,5,True
INV002014,92.5,3,True
INV002015,402.0,2,True
INV002016,88.0,3,True
INV002017,44.666666666666664,7,True
INV002018,63.6,6,True
INV002019,68.8,6,True
INV002020,,1,False
INV002021,277.0,2,True
INV002022,84.33333333333333,4,True
INV002023,258.0,2,True
INV002024,,1,False
INV002025,55.833333333333336,7,True
INV002026,100.0,5,True
INV002027,197.5,3,True
INV002028,,1,False
INV002029,,1,False
INV002030,126.66666666666667,4,True
INV002031,,1,False
INV002032,26.0,2,False
INV002033,55.0,7,True
INV002034,69.0,8,True
INV002035,195.0,3,True
INV002036,30.25,5,False
INV002037,33.2,6,False
INV002038,84.0,6,True
INV002039,140.0,3,True
INV002040,65.66666666666667,4,True
INV002041,88.0,4,True
INV002042,55.5,5,True
INV002043,48.5,3,True
INV002044,159.0,2,True
INV002045,108.75,5,True
INV002046,,1,False
INV002047,134.66666666666666,4,True
INV002048,,1,False
INV002049,132.33333333333334,4,True
INV002050,183.5,3,True
INV002051,78.6,6,True
INV002052,44.166666666666664,7,True
INV002053,21.0,2,False
INV002054,78.5,5,True
INV002055,120.33333333333333,4,True
INV002056,242.0,3,True
INV002057,,1,False
INV002058,,1,False
INV002059,268.0,2,True
INV002060,79.0,5,True
INV002061,104.0,4,True
INV002063,73.0,2,True
INV002064,,1,False
INV002065,163.33333333333334,4,True
INV002066,129.5,3,True
INV002067,69.0,5,True
INV002068,221.0,2,True
INV002069,47.55555555555556,10,True
INV002070,81.33333333333333,7,True
INV002071,,1,False
INV002072,133.5,3,True
INV002073,160.5,3,True
INV002074,109.0,3,True
INV002075,82.75,5,True
INV002076,,1,False
INV002077,47.25,5,True
INV002078,54.0,2,True
INV002079,92.0,3,True
INV002080,117.75,5,True
INV002081,47.0,2,True
INV002082,34.0,4,False
INV002083,51.666666666666664,10,True
INV002084,,1,False
INV002085,65.0,6,True
INV002087,88.25,5,True
INV002088,104.5,5,True
INV002089,106.5,3,True
INV002090,90.2,6,True
INV002091,,1,False
INV002092,33.5,7,False
INV002093,47.666666666666664,4,True
INV002094,178.0,3,True
INV002095,139.0,4,True
INV002096,159.5,3,True
INV002097,,1,False
INV002098,54.333333333333336,4,True
INV002099,41.0,4,True
INV002101,80.2,6,True
INV002102,44.8,6,True
INV002103,58.0,2,True
INV002104,100.0,5,True
INV002106,118.66666666666667,4,True
INV002107,71.14285714285714,8,True
INV002108,164.5,3,True
INV002109,,1,False
INV002110,79.0,4,True
INV002111,62.42857142857143,8,True
INV002112,88.5,5,True
INV002113,126.0,4,True
INV002114,,1,False
INV002115,153.33333333333334,4,True
INV002116,41.0,4,True
INV002117,59.75,5,True
INV002118,,1,False
INV002119,78.0,6,True
INV002120,109.5,3,True
INV002121,68.5,7,True
INV002122,40.333333333333336,7,True
INV002123,134.0,4,True
INV002124,82.0,5,True
INV002125,45.0,5,True
INV002126,97.25,5,True
INV002127,60.2,6,True
INV002128,140.0,3,True
INV002129,136.5,3,True
INV002130,89.0,4,True
INV002131,106.5,5,True
INV002132,2.0,2,False
INV002133,139.66666666666666,4,True
INV002134,82.66666666666667,7,True
INV002135,94.0,4,True
INV002136,183.0,2,True
INV002137,71.0,5,True
INV002138,91.8,6,True
INV002139,146.66666666666666,4,True
INV002140,162.0,2,True
INV002141,69.33333333333333,4,True
INV002142,45.5,9,True
INV002143,63.57142857142857,8,True
INV002144,182.5,3,True
INV002145,169.0,2,True
INV002146,175.0,2,True
INV002147,,1,False
INV002148,129.33333333333334,4,True
INV002149,42.285714285714285,8,True
INV002150,73.6,6,True
INV002151,60.375,9,True
INV002152,147.66666666666666,4,True
INV002153,67.83333333333333,7,True
INV002154,89.4,6,True
INV002155,78.0,6,True
INV002156,196.0,2,True
INV002157,58.5,7,True
INV002158,85.0,4,True
INV002159,65.0,6,True
INV002160,,1,False
INV002161,176.0,2,True
INV002162,58.375,9,True
INV002163,306.0,2,True
INV002164,91.0,4,True
INV002165,,1,False
INV002166,99.2,6,True
INV002167,136.0,3,True
INV002168,251.5,3,True
INV002169,,1,False
INV002170,159.5,3,True
INV002171,55.833333333333336,7,True
INV002172,141.0,3,True
INV002173,148.0,2,True
INV002174,143.33333333333334,4,True
INV002175,,1,False
INV002176,75.75,5,True
INV002177,73.0,7,True
INV002178,66.42857142857143,8,True
INV002179,54.142857142857146,8,True
INV002180,154.0,3,True
INV002181,,1,False
INV002182,70.5,7,True
INV002183,146.5,3,True
INV002184,118.0,5,True
INV002185,48.4,6,True
INV002186,74.83333333333333,7,True
INV002187,67.83333333333333,7,True
INV002188,30.0,3,False
INV002189,84.75,5,True
INV002190,175.0,2,True
